,LINK,CLASS,CONTENT
1075,0,1,"check out my youtube channel for cool beatboxing.
"
1076,0,1,"check out this video on youtube.
"
1077,0,1,"hi everyone! do you like music? then why not check out my music channel. the lexis band will be uploading their own songs and covers soon so don't miss out. please subscribe too asit does help us out a lot. just takes one click. -.
"
1078,0,1,"subscribe.
"
1079,0,1,"ummm. i just hit 1k subscribers. i make minecraft videos. help me out by checking me out.
"
1080,0,1,"sup gus this is a video for people who loves party rock so thanks for watching and please subscribe.
"
1081,0,1,"hey guys jaylan here and i just wanted everybody to know if yall can subscribe please that would be great! this is my new gaming channel have notuploaded yetbut i will upload if i hit about 10 subs thank you.
"
1082,0,1,"great l subscribe.
"
1083,0,1,"check out this video on youtubejjiwajwkajajqjaubkm.
"
1084,0,1,"check out this video on youtube.
"
1085,0,1,"3m subscribers but look at the views its 700 million wtf.
"
1086,0,1,"check out this video on youtube.
"
1087,0,1,"check out my youtube channel i can rap.
"
1088,0,1,"check out this video on youtube.
"
1089,0,1,"check out this video on youtu.
"
1090,0,1,"lmfao is crazy dope! check out my music on my channel if you have a minute, it would mean a lot. much love.
"
1091,0,1,"check out this video on youtube.
"
1092,0,1,"everyday i'm subscribe.
"
1093,0,1,"man check out the raps on my channel i am better rapper than these nigger fools.
"
1094,0,1,"go check out our video.
"
1095,0,1,"like this comment.
"
1096,0,1,"check out this video on youtube.
"
1097,0,1,"subscribe.
"
1098,1,1,"check out this video on youtubelooking for my wood pile. anyone seen it? hmm'how bout some pie now ladies'.
"
1099,1,1,"hahaa this dance is tightttti know y'all ""ain't got time for my demo man"" but check out some of my stuffslappers on slappers on bangers! click that link below to peep game! enjoya href=""https//soundcloudcom/rocc-steady/wave-emoji-prod-by-nippylongbottom-cyber-punk""https//soundcloudcom/rocc-steady/wave-emoji-prod-by-nippylongbottom-cyber-punk/a.
"
1100,0,1,"check out my music niggas.
"
1101,0,1,"check out this video on youtube.
"
1102,0,1,"check out this funny video ""cereal box knocks out baby"" on my channel.
"
1103,0,1,"subscribe to me if you think ""swag"" is fucking stupid.
"
1104,0,1,"tuto to subscribe to my channel because you should sign up for 17 l please thank you i'd do anything for you to sign up a lot of good video i usually do.
"
1105,0,1,"abomination! subscribe if you agree | party here in my channel. cool lights.
"
1106,0,1,"like this comment, guys i just started up a new channel if i can get 200 subscribers by tonight ill do a 20 paypal giveaway like this comment so your friends can see it or others and they can also be entered go.
"
1107,0,1,"check out: my hood doh, by flixter nossnevs.
"
1108,0,1,"nezo and edlikeshare this page on facebook please.
"
1109,1,1,"hey i'm a british youtuber! i upload weekly! it would mean the world if you could subscribe! thanksjoyce.
"
1110,0,1,"subscribe to my channel.
"
1111,0,1,"hi guys please check out my vids i will promos to subscribe to you to.
"
1112,0,1,"hey please check out my music video. thanks.
"
1113,1,1,"check the shit out on my channelsubscribe you will like it.
"
1114,0,0,"good video.
"
1115,0,0,"very good song.
"
1116,0,0,"every bady yust have a good time.
"
1117,0,0,"are there people who like this shit? hahahahah pthis isn't even real music. it's computer-based music. well done music industry.
"
1118,0,0,"i love this song so much.
"
1119,0,0,"no one makes me wanna party like lmfao does. i just wanna rage every time one of these songs comes on. the only other band that does that is ""on the rocks inc"" those kids know how to party.
"
1120,0,0,"the best song ever.
"
1121,0,0,"the best song ever.
"
1122,1,1,"check it out free stuff for watching videos and filling surveysa href=""http//wwwprizerebelcom/indexphpr=1446084""http//wwwprizerebelcom/indexphpr=1446084/a.
"
1123,0,0,"love your song makes me happy.
"
1124,0,0,"ooooo shuffllllllllllllllllllllllinnnnn.
"
1125,0,0,"awesome.
"
1126,0,0,"i learned the shuffle because of them.
"
1127,0,0,"the best song i saw.
"
1128,0,0,"watch this with sound off.
"
1129,0,0,"looooooooove this song!
"
1130,0,1,"everyone please subscribe to my channel or can you all just go look at my videos.
"
1131,0,1,"everyone please subscribe to my channel or can you all just go look at my videos.
"
1132,0,1,"everyone please go subscribe to my channel or just loon at my videos.
"
1133,0,1,"like this comment for no reason.
"
1134,0,0,"love this song.
"
1135,0,1,"this song is awesome. these guys are the best. love this video too its hilarious lol. i am getting popular fast because i rap with meaning. thumbs up if you piss next to the water in the toilet so it doesnt make noise.
"
1136,0,1,"how many thumbs up for louis saving the day.
"
1137,0,0,"nice.
"
1138,0,1,"+447935454150 lovely girl talk to me xxx.
"
1139,0,0,"i always end up coming back to this song.
"
1140,1,1,"my sister just received over 6500 new a rel=""nofollow"" class=""ot-hashtag"" href=""https//plusgooglecom/s/23active""active/a youtube views right now. the only thing she used was pimpmyviews. com.
"
1141,0,0,"cool.
"
1142,0,1,"hello i'am from palastine.
"
1143,0,0,"wow this video almost has a billion views! didn't know it was so popular.
"
1144,0,1,"go check out my rapping video called four wheels please.
"
1145,0,0,"almost 1 billion.
"
1146,0,1,"aslamu lykum. from pakistan.
"
1147,0,0,"eminem is idol for very people in espaa and mexico or latinoamerica.
"
1148,0,1,"help me get 50 subs please.
"
1149,0,0,"i love song.
"
1150,0,1,"alright ladies, if you like this song, then check out john rage. he's a smoking hot rapper coming into the game. he's not better than eminem lyrically, but he's hotter. hear some of his songs on my channel.
"
1151,0,0,"the perfect example of abuse from husbands and the thing is i'm a feminist so i definitely agree with this song and well. if i see this someone's going to die! just sayin.
"
1152,0,0,"the boyfriend was charlie from the tv show lost.
"
1153,1,1,"a href=""https//wwwfacebookcom/groups/100877300245414/""https//wwwfacebookcom/groups/100877300245414//a.
"
1154,0,1,"take a look at this video on youtube.
"
1155,0,1,"check out our channel for nice beats.
"
1156,0,0,"rihanna and eminem together are unstoppable.
"
1157,0,1,"check out this playlist on youtube.
"
1158,1,0,"this song is about rape and cheating basically.
"
1159,0,1,"like please.
"
1160,0,0,"i love this song, can't believe it was 5 years ago, it doesn't get old though.
"
1161,0,0,"omg that looks just like a piece of the mirror of harry potter and the deathly hallowseither that house. sirius black.
"
1162,1,1,"i shared my first song ""i want you"", and i hope you'll like it. take a listen! a href=""https//youtube/-yfuy4gkr1c""https//youtube/-yfuy4gkr1c/a.
"
1163,0,1,"come and check out my musicim spamming on loads of videos but its just to try and get my music across to new people.
"
1164,0,1,"check out this playlist on youtube.
"
1165,0,1,"huh hyuck hyuck i am special who's watching this in 2015 i am from australia or something give me attention please i am just a rapper with a dream i am gonna share this on google plus because i am so cool.
"
1166,0,0,"you exactly who you want to bewatching your favourite rappers on tv.
"
1167,0,0,"rihanna is absolutely gorgeous in this video.
"
1168,0,1,"check out this video on youtubelove this song. it's all good will never go back that but i'll always remember the passion but never want to go back to being dysfunctional insanity. goal is to live happy not live insane.
"
1169,0,0,"don't love someone soo much, love the way you lie.
"
1170,0,0,"one of the best songs in music history.
"
1171,0,1,"check out this playlist on youtube.
"
1172,0,1,"check out this video on youtube.
"
1173,0,1,"check out this video on youtube.
"
1174,0,0,"no-i hate the way you lie.
"
1175,0,0,"fuck eminem. bieber is the best.
"
1176,0,1,"check out this playlist on youtubechcfcvzfzfbvzdr.
"
1177,0,1,"check out this playlist on youtube.
"
1178,0,1,"i am gonna share a little ryhme canibus blows eminem away a quadrillion times especially about the categories of intelligent things in his mind. that he learned and rapped about and forgot before eminem spit his first rymeluv ya linz 4e.
"
1179,0,1,"check out this video on youtube.
"
1180,1,1,"check out this video on youtube.
"
1181,0,1,"check out the new remix click click.
"
1182,0,1,"check out this playlist on youtube.
"
1183,0,1,"i personally have never been in a abusive relationship. i probably never will. i don't hit women. mom has my dad used to hit my mom before he left. i can relate i'm writing about one at the moment subscribe to hear it. every fan counts.
"
1184,0,0,"love.
"
1185,0,0,"haha, i can't believe how many kids listen to eminem. you kids know that he does drugs and ends high in jail. i wonder why he never ended od.
"
1186,0,1,"plese subscribe to me.
"
1187,0,1,"check out this video on youtube.
"
1188,0,1,"aye homies check out our remix to 50 cent your life is on the line we just started our youtube channel and we are all ways working hard, give us some feed back on our latest song on what you guys think if you like show support.
"
1189,0,0,"this is the 2nd most best song when i am gone by mm.
"
1190,0,1,"check out this video on youtube.
"
1191,0,0,"we go for 1000000000 for eminem.
"
1192,0,0,"eminem and rihanna sing the song very well.
"
1193,0,1,"subscribe me secret videos.
"
1194,0,1,"check out this video on youtube.
"
1195,0,1,"check out this video on youtubebut i'm not rhinnah.
"
1196,0,1,"subscribe to me for clean eminem.
"
1197,0,1,"hey youtubers. {. }i really appreciate all of you who took the time, to read this, i am just a 19 year old boy who wants to be a successful musician in the music world. {. }i don't have any money to advertise my channel, {. }if you could just visit my channel, comment on my video or subscribe, that would be great. {. }it will only be few seconds of your life. {. }thank you to all the people who just gave me a chance l really appreciate it.
"
1198,0,0,"love the way you lie "".
"
1199,0,1,"check out this video on youtube.
"
1200,0,1,"this guy win dollars sleeping. m m m he loves the planet its full of retards.
"
1201,0,1,"check out our cover of this song.
"
1202,0,1,"check out this video on youtube.
"
1203,0,0,"goot.
"
1204,0,0,"2015 but i am still listening to this.
"
1205,0,0,"how is this the most watched eminem video, it beats not afraid.
"
1206,0,1,"check out my channel for funny skits! thanks.
"
1207,0,1,"hahahahah. like vines subscribe to me for daily vines.
"
1208,0,1,"please read this please! i am a country singer who is trying to become someone. so if you would like my videos please. just type. boys round here by country girl only on computer wasting all these tears et. please subscribe and like.
"
1209,0,1,"check out this video on youtube.
"
1210,0,1,"guys share this video! he must have 1000000000 views share on facebook, groups, pages.
"
1211,0,1,"check out eminem - rap god lyric video.
"
1212,0,0,"love this song.
"
1213,0,0,"rihana, love me.
"
1214,0,1,"like this comment then type 1337.
"
1215,0,0,"is that charlie from lost.
"
1216,0,0,"who the fuck cheats on megan fox.
"
1217,0,0,"that is megan fox.
"
1218,0,0,"i love music.
"
1219,0,1,"like this comment then type 1337.
"
1220,0,0,"
"
1221,0,0,"hothot.
"
1222,0,1,"check out this video on youtube.
"
1223,0,1,"wow justin bieber is better thats why when he buys medication he always shares with his half wited money alfred but sadly enough he is an attention hog with swamp ass and an eating disorder filled with sassy mice, and flaming hot cheetos that he can eat with the power of the samurman.
"
1224,0,0,"this fucking song like a'n oreo the only white part is the good 1.
"
1225,0,0,"no where near one of eminems actual best songs, real fans know what i am talking about: untitled, cold wind blows, welcome 2 hell, elevator, business, wtp, almost famous, 25 to life, rock bottom, no apologies, same song and dance, without me, way i am, toy soldiers, mosh and insane songs off the top of my head that's better.
"
1226,0,1,"finally someone shares the same opinion as me. i've tried really hard to like gangnam style but i just can't, i don't even get the dance either. a song like this should be more popular than gangnam style, at least it makes sense.
"
1227,0,1,"check out the new hot video by dante b called riled up.
"
1228,0,1,"check out the new hot video by dante b called riled up.
"
1229,0,0,"still listeningstill same pleasure.
"
1230,1,1,"facebook password hack 2013! facebook-pass-hack2013blogspotcom only 100. working software for hacking any facebook password! it's free for download and breaks any password in 10-15 minutes! 100. virus free! for details and free download please visit facebook-pass-hack2013blogspotcom.
"
1231,0,0,"i love you.
"
1232,0,0,"2010? the time past so fast.
"
1233,0,1,"hey everyone, i'm dakoda bigelow. i'm a 17 year old singer, rapper and producer. i've gained over 490000 views so far but i really need more views, likes and subscribers in order to make it. check out my brand new music video for my song so gone! also check out my new song called deaf. a few moments of your time would be greatly appreciated and you won't regret it. please thumbs this up so more people can see it! thanks for the support.
"
1234,0,0,"2015 fuck yeah.
"
1235,0,0,"eminem is a ginius stop.
"
1236,0,0,"the rap: cool rihanna: sttuupid.
"
1237,0,0,"just gonna stand there and hear me cry.
"
1238,0,0,"love.
"
1239,0,0,"feels and emotions in this song. god damn.
"
1240,0,1,"all you should go check out j rants vi about eminem.
"
1241,0,0,"megan fox and eminem together in a video doesnt get better than that.
"
1242,1,1,"check out this video on youtube: a rel=""nofollow"" class=""ot-hashtag"" href=""https//plusgooglecom/s/23eminem""eminem/a a rel=""nofollow"" class=""ot-hashtag"" href=""https//plusgooglecom/s/23lovethewayyoulie""lovethewayyoulie/a a rel=""nofollow"" class=""ot-hashtag"" href=""https//plusgooglecom/s/23rapgod""rapgod/a a rel=""nofollow"" class=""ot-hashtag"" href=""https//plusgooglecom/s/23king""king/a.
"
1243,0,1,"yo i know nobody will probably even read this. but i am gonna type it any way because i hope at least one person will i'm a rapper with a dream. i know there's like 200k of those in this world but please check out my music and subscribe? if you want. thanks, i would love nothing more than to have a decent following on youtube. if anyone? reading this could press the ""thumbs up"" other people will see it just a simple button press? could make my dream come true. thank you.
"
1244,0,0,"best song.
"
1245,0,1,"subscribe to my feed.
"
1246,0,1,"everyone go and share youtu be/arkglzjqup0 on fbtwitterg+ to vote for eminem to become artist of the year on first ever youtube music awards and get this method to cheat at internet roulette out of eminems video shady artist of the year.
"
1247,0,1,"check out em's dope new song monster here: /watchv=w6gkm-xny2m mmlp2 ftw.
"
1248,0,1,"check out my sexy video.
"
1249,0,1,"check out my sexy video.
"
1250,0,0,"is that charlie from lost.
"
1251,0,0,"anyone else notice that megan fox is in this video.
"
1252,1,1,"do you need more instagram followers or photo likes? check out igblastcom and get em in minutes.
"
1253,0,1,"check out the new hot video by dante b called riled up.
"
1254,0,1,"check out the new hot video by dante b called riled up.
"
1255,0,1,"yo i know nobody will probably even read this. but, imma type it any way because i hope at least one person will i'm a rapper with a dream. i know there's like 200k of those in this world but please check out my music and subscribe? if you want. thanks, i would love nothing more than to have a decent following on youtube. if anyone? reading this could press the ""thumbs up"" other people will see it just a simple button press? could make my dream come true. thank you.
"
1256,1,1,"youtubecom/watchv=2asfn9shghkfeature=youtube please check out my song. looking for feedback, and supporters.
"
1257,0,1,"watch my videos and subscribe.
"
1258,0,1,"subscribe to me for daily vines.
"
1259,0,0,"love it.
"
1260,0,1,"hay dakota you earned a subscribee.
"
1261,0,1,"listen. check out andrew guasch - crazy, sick flow. i'm dope. that's all there is too it. if you like it subscribe, if not, ill be with aftermath of tde soon enough. one love, peace.
"
1262,0,1,"check out the new hot video by dante b called riled up.
"
1263,0,0,"i hate rap and i like this song.
"
1264,0,0,"love the way you lie - driveshaft.
"
1265,0,0,"2010.
"
1266,0,0,"1000000 views near.
"
1267,0,1,"you guys should check out this extraordinary website called firepacom you can make money online and start working from home today as i am! i am making over 3000+ per month at firepacom visit firepacom and check it out! lake chillpal sturdy astauand johackle chorenn ethosien changeable public noxu ploosnar looplab hoppler delicious false scitenoa locobot heartbreaking thirsty reminiscent.
"
1268,0,0,"this song is nice.
"
1269,0,1,"you guys should check out this extraordinary website called firepacom you can make money online and start working from home today as i am! i am making over 3000+ per month at firepacom visit firepacom and check it out! lake busyglide sasaroo sore chillpal axiomatic naperone mere undesirable agreeable encouraging imperfect roasted insidious modgone quickest trelod keen fresh economic bocilile.
"
1270,0,0,"sick music for sick females.
"
1271,0,1,"you guys should check out this extraordinary website called moneygqcom you can make money online and start working from home today as i am! i am making over 3000+ per month at moneygqcom visit moneygqcom and check it out! lake victorious luxuriant alcoholic responsible unbiased yoffa ociramma ociramma handsome arrowgance mizuxe boaconic sophisticated ill-fated spourmo chubby hioffpo probable singlewave.
"
1272,0,0,"love trop fort votre clip.
"
1273,0,1,"you guys should check out this extraordinary website called moneygqcom you can make money online and start working from home today as i am! i am making over 3000+ per month at moneygqcom visit moneygqcom and check it out! lake waratel misty exciting swoquix acaer chillpal tupacase arrowgance lively hard idiotic bored cool ablaze crabby aloidia cheilith feandra useless ploosnar.
"
1274,0,1,"you guys should check out this extraordinary website called moneygqcom you can make money online and start working from home today as i am! i am making over 3000+ per month at moneygqcom visit moneygqcom and check it out! lake ignorant wavefire reiltas astauand skizzle jovaphile swooflia grynn excellent slimy gabby nalpure lucky glozzom depressed better deep sinpad stereotyped toximble.
"
1275,0,0,"eminem et rihana trop belle chanson.
"
1276,0,0,"this song is better then monster by eminem.
"
1277,0,0,"he is good boy! i am krean i like to eminem.
"
1278,0,0,"it is wonderful.
"
1279,0,1,"you guys should check out this extraordinary website called moneygqcom you can make money online and start working from home today as i am! i am making over 3000+ per month at moneygqcom visit moneygqcom and check it out! lake magnificent noodile unequaled moderock gogopo lulerain olielle zesty laughable accidental pepelexa delightful wiry toogit uncovered chesture woozy adhoc weak shallow.
"
1280,0,1,"share eminem's artist of the year video so he can win. we could see a performance and acceptance speech. like this comment so everyone can see. 2014 = year of eminem.
"
1281,0,1,"watchv=arkglzjqup0 like this comment and share this video so em can win! ytma.
"
1282,0,1,"check out this video on youtubeeminem is amazing.
"
1283,0,0,"awesome song ever.
"
1284,0,0,"love.
"
1285,0,1,"no long paragraph just check out my song called ""fire"".
"
1286,0,1,"check out this video on youtube.
"
1287,1,1,"check out this video on youtube: a href=""http//wwwyoutubecom/user/jlimvuth""http//wwwyoutubecom/user/jlimvuth/a eminem ft rihanna - love the way you lie.
"
1288,0,0,"do you guys know, there's a part two of this song.
"
1289,0,1,"you guys should check out this extraordinary website called moneygqcom you can make money online and start working from home today as i am! i am making over 3000+ per month at moneygqcom visit moneygqcom and check it out! memory ferirama besloor shame eggmode wazzasoft sasaroo reiltas moderock plifal shorogyt value scale qerrassa qiameth mogotrevo hoppler parede yboiveth drirathiel.
"
1290,0,0,"hey, it's charlie from lost.
"
1291,0,1,"you guys should check out this extraordinary website called moneygqcom you can make money online and start working from home today as i am! i am making over 3000+ per month at moneygqcom visit moneygqcom and check it out! wazzasoft industry sertave wind tendency order humor unelind operation feandra chorenn oleald claster nation industry roll fuffapster competition ociramma quality.
"
1292,0,1,"check out this video on youtube.
"
1293,0,0,"i guss this song is one of my worst fears in life, to be with someone who abusive towered me and live with him.
"
1294,0,1,"watch youtube video ""eminem -ytma artist of the year"" please share to vote.
"
1295,0,0,"made five years ago and people still don't understand the message this song is conveying. for those of you who don't, understand that domestic violence is no game, women like the fictional one in this video do exist. living their lives with a man who abuses her, but still chooses to stay for not the love, but for the sexual feeling he gives her. this is quite sad, actually.
"
1296,0,0,"5 years and i still don't get the music video help someone.
"
1297,0,1,"please check out my new song music video ad - don't play.
"
1298,0,1,"tell us the title so i can like and subscribe your music fgw please.
"
1299,0,0,"this video is kinda close to 1 million views.
"
1300,0,0,"fuck you eminem.
"
1301,0,1,"you guys should check out this extraordinary website called moneygqcom you can make money online and start working from home today as i am! i am making over 3000+ per month at moneygqcom visit moneygqcom and check it out! the metal drews the reflective effect. why does the expansion intervene the hilarious bit? the sneeze witnesss the smoke.
"
1302,0,1,"you guys should check out this extraordinary website called moneygqcom you can make money online and start working from home today as i am! i am making over 3000+ per month at moneygqcom visit moneygqcom and check it out! why does the innocent woman prioritize the desire? the flight searchs the sad polish. when does the tax zip the omniscient record.
"
1303,0,0,"2008-2010 were the years for pop.
"
1304,0,0,"sorry but eminmem is a worthless wife beating bastard.
"
1305,0,1,"eminem is the king of rap micheal jackson is the king of pop if you also wanna go hard and wanna be the person of first class fame just check out authenticviewscom and be famous just within days yo.
"
1306,0,0,"so spousal abusue cool that's great.
"
1307,0,0,"she is megan foxbecause she is very similar.
"
1308,0,0,"holy crap. 800000000 views.
"
1309,0,0,"eminem - rihanna.
"
1310,0,0,"love this song.
"
1311,0,0,"what nicei.
"
1312,0,0,"i like this song very much.
"
1313,0,1,"you guys should check out this extraordinary website called moneygqcom you can make money online and start working from home today as i am! i am making over 3000+ per month at moneygqcom visit moneygqcom and check it out! when does the flimsy slip facilitate the manager? how does the noise set goals the anxious regret? how does the actually loss retrieve the smile.
"
1314,0,0,"i love it and my mom to.
"
1315,0,0,"who is watching in 2015 like.
"
1316,0,1,"please check out my new song music video ad - don't play.
"
1317,0,0,"amazing song.
"
1318,0,1,"you guys should check out this extraordinary website called moneygqcom you can make money online and start working from home today as i am! i am making over 3000+ per month at moneygqcom visit moneygqcom and check it out! why does the wood photograph the husky breath? when does the act retain the delightful system? the rhythm fabricates the scintillating harbor.
"
1319,0,1,"you guys should check out this extraordinary website called moneygqcom you can make money online and start working from home today as i am! i am making over 3000+ per month at moneygqcom visit moneygqcom and check it out! the cook officiates the tax. the walk judges the amount. why does the ink train the valuable increase.
"
1320,0,1,"check out my eminem kid cudi m a s h up /watchv=xytcq5nzmua.
"
1321,0,0,"i like it.
"
1322,0,1,"yo guys sorry if this annoys you! but check out my channel, and latest video. a like and subscribe would be nice too!
"
1323,0,1,"this past christmas my dad passed away, to help me cope i picked up a pen and some paper and started to write. little did i know nearly 9 months ago that it would bring me where i'm at today. over 7k subscribers and 500k video views. i just wrote and released a song yesterday about a friend of mine who has tried to commit suicide several times, i can't promise you professionally produced music, but i can promise real lyrics. just click on my picture. thanks, and thumbs up so others may see.
"
1324,0,1,"my name is george and let me tell you eminem is my idol my inspiration, i've listen to him growing up, i never thou i would love rap this much but i thank him for helping me find my dream. so i rap now and make youtube videos and yesterday i covered the song mockingbird it's in my channel i worked really hard on it and it's one of my favorite songs of him. so please go check it out and subscribe it would mean the world to me n sorry for the spam don't hate i'm not eminem.
"
1325,0,0,"love the way you lie featuring rhianna, hes an awesome rapper! shes an awesome singer.
"
1326,0,0,"eminem is my insperasen and fav.
"
1327,0,1,"ee. everyone could check out my channel. dundundunnn.
"
1328,0,0,"every collaboration between them, we know it will be number 1.
"
1329,1,1,"you guys should check out this extraordinary website called zonepacom you can make money online and start working from home today as i am! i am making over 3000+ per month at zonepacom visit zonepacom and check it out! why does the answer rehabilitate the blushing limit? the push depreciateds the steel. how does the beautiful selection edit the range.
"
1330,1,1,"you guys should check out this extraordinary website called zonepacom you can make money online and start working from home today as i am! i am making over 3000+ per month at zonepacom visit zonepacom and check it out! why does the view disclose the macho lift? why does the letter frame the thundering cause? why does the talk prevent the conscious memory.
"
1331,0,0,"good music.
"
1332,1,1,"you guys should check out this extraordinary website called zonepacom you can make money online and start working from home today as i am! i am making over 3000+ per month at zonepacom visit zonepacom and check it out! the jelly activates the reflective distribution. the normal top synthesizes the opinion. the victorious plant entertains the language.
"
1333,0,1,"if you need youtube subscriber mail hermann buchmair on fb.
"
1334,0,0,"is it bad that my realtionship is just like this lol.
"
1335,0,0,"this video deserves b1b/b views.
"
1336,0,0,"2015 and more.
"
1337,0,0,"best song ever y.
"
1338,0,0,"i could hear this for years 3.
"
1339,0,0,"who is still watching in 2015.
"
1340,0,0,"i wish that guy wasn't so protective geeze.
"
1341,0,0,"super rihanna.
"
1342,0,1,"check out my channel.
"
1343,0,1,"i know that maybe no one will read this but please type in ""deazy99"" i'm a rapper with a dream. i know you must see like millions of those on here everyday but please check out my music and subscribe if you'd like thank you, i would love nothing more than to have a decent following on youtube from people if anyone reading this could give it a ""thumbs up"" because what some might see as just a simple button press could make my dream come true. thank you again for your time may god bless you.
"
1344,0,0,"rihanna is so beautiful and amazing love her so much forever riri fan.
"
1345,0,0,"fav.
"
1346,0,1,"hey guys! before you ignore me, please, give me a chance! my name is yuliya, i make covers. i started getting serious with youtube september of 2013 because thats great challenge to myself. my dream was to become a singer. youtube helps me keep up! if you can please give me a chance and thumbs this comment up so more people can see it. i swear i'll appreciate it. subscribe please! love you! xoxo.
"
1347,0,1,"check out this video on youtube.
"
1348,0,0,"every single one of his songs brings me back to place i can never go back to and it hurts so bad inside.
"
1349,0,0,"i love your songs eminem your the rap god.
"
1350,0,1,"sneakiestg good music. hood muzik subscribe 2 my channel. thanks for the support. sneakiestg sneakiestg good music. hood muzik subscribe 2 my channel. thanks for the support. sneakiestg.
"
1351,0,0,"i cried this song bringing back some hard memories.
"
1352,0,1,"subcribe to us an we will subscribe back.
"
1353,0,0,"song is bad.
"
1354,0,1,"check out my cover of love the way you lie please.
"
1355,0,1,"check out fantasy music right here ------- the1fantasy good music man.
"
1356,1,1,"you guys should check out this extraordinary website called zonepacom you can make money online and start working from home today as i am! i am making over 3000+ per month at zonepacom visit zonepacom and check it out! how does the war illustrate the exclusive space? the mountain refers the helpless death. the tax reviews the special music.
"
1357,1,1,"you guys should check out this extraordinary website called zonepacom you can make money online and start working from home today as i am! i am making over 3000+ per month at zonepacom visit zonepacom and check it out! the loud authority improves the canvas. when does the mother repair the uppity learning? the substantial cook derives the harbor.
"
1358,1,1,"you guys should check out this extraordinary website called zonepacom you can make money online and start working from home today as i am! i am making over 3000+ per month at zonepacom visit zonepacom and check it out! how does the burst render the symptomatic bite? the knowledge briefs the narrow thought. how does the eager sky transmit the crush.
"
1359,1,1,"you guys should check out this extraordinary website called zonepacom you can make money online and start working from home today as i am! i am making over 3000+ per month at zonepacom visit zonepacom and check it out! how does the mammoth waste achieve the shock? how does the limit reduce the delicate minute? how does the meaty scale adapt the oil.
"
1360,0,0,"charlie from lost.
"
1361,0,0,"what the hell this song is already five years old? i remember when it first came out, this was my jam.
"
1362,0,1,"check out my channel i am 15 year old rapper.
"
1363,0,0,"is that megan fox.
"
1364,0,1,"wtf. subscribe my channel thanx.
"
1365,0,1,"hey check out my channel! please.
"
1366,0,0,"so he's admitting he killed his girlfriend.
"
1367,1,1,"check out you tube keithlinscotts one word keithlinscotts you tube com.
"
1368,0,1,"check out my mummy chanel.
"
1369,0,0,"i want to smack this year boy in to forever.
"
1370,0,0,"charlie, heroin will do that to you.
"
1371,1,1,"fruits and vegetables give you longer lasting energy for weight loss. check out youtubecom/user/36loseweight.
"
1372,0,0,"love song.
"
1373,0,0,"megan fox is gorg in this! eminem is truly the rap god.
"
1374,0,1,"rihanna - pour it up vincent t. remix rihanna - pour it up vincent t. remix rihanna - pour it up vincent t. remix rihanna - pour it up vincent t. remix rihanna - pour it up vincent t. remix rihanna - pour it up vincent t. remix rihanna - pour it up vincent t. remix rihanna - pour it up vincent t. remix rihanna - pour it up vincent t. remix click! subscribe.
"
1375,0,1,"check out this video on youtube.
"
1376,0,1,"he gets more views but has less subscribers lol.
"
1377,0,1,"go check out eminem survival.
"
1378,0,1,"hey! i'm a 16 year old rapper from texas i don't rap ""pmw"" but i promise my music will not disappoint. search therealchrisking1 to find me and listen to my track ""memory lane"" i just released my 3rd mix-tape ""crown me"" and so far i've had nothing but good reviews about it. i'm not asking you to like or subscribe but just 1 view will help me catch my dream. and if you could leave a comment letting me know what you think it would be much appreciated also. thank you.
"
1379,0,1,"if eminem gets 1 penny per view he would have 600 million dollars.
"
1380,0,1,"check out leandrus - playtime it's awesoooome.
"
1381,0,1,"check out this video on youtube.
"
1382,0,1,"i know that maybe no one will read this but please type in ""deazy99"" i'm a rapper with a dream. i know you must see like millions of those on here everyday but please check out my music and subscribe if you'd like thank you, i would love nothing more than to have a decent following on youtube from people if anyone reading this could give it a ""thumbs up"" because what some might see as just a simple button press could make my dream come true. thank you again for your time may god bless you.
"
1383,0,1,"dress like rihanna at kpopcitynet - the largest discount fashion store in the world! check out our ""hollywood collection"" to dress like all your favourite stars! dress like rihanna at kpopcitynet - the largest discount fashion store in the world! check out our ""hollywood collection"" to dress like all your favourite stars.
"
1384,0,1,"check out this dope channel! phenomenallyricshere check out this dope channel! phenomenallyricshere check out this dope channel! phenomenallyricshere check out this dope channel! phenomenallyricshere check out this dope channel! phenomenallyricshere check out this dope channel! phenomenallyricshere check out this dope channel! phenomenallyricshere check out this dope channel! phenomenallyricshere check out this dope channel! phenomenallyricshere.
"
1385,0,0,"amazing song.
"
1386,0,0,"
"
1387,0,0,"charlie from lost.
"
1388,0,1,"subscribe me pls emnem fans.
"
1389,0,1,"dude check out psy.
"
1390,0,0,"i love this-the talents of eminem and skylarworks well together.
"
1391,0,1,"share this video. this song can beat psy - gangnam style.
"
1392,0,0,"thumb up if you watching in 2015 and you like it.
"
1393,0,1,"check out my remix to tyga's - molly ft. whiz khalifa peace and love.
"
1394,0,1,"check out my channel please.
"
1395,1,1,"i been working so hard for the past 60 days to improve i been writing/recording/mixing/performing 16 bars everyday i am doing it for a whole year365 days today i'm on day 60 today i work so hard now i'm doing 2 verses everyday to improve i'm going all the way to 365 please subscribe to my channel help me build a fan base watch me improvehelp me get closer to my dream i'm lyrical and i keep it real i won't leave you down i promise: please subscribe please like this commment so people can see.
"
